PassengerId,SibSp,Parch,Ticket,Fare
100,1,0,244367,0.5000433095419583
101,0,0,349245,-0.2840412999792114
102,0,0,349215,-0.2840412999792114
103,0,1,35281,2.721281442727461
104,0,0,7540,-0.2511953433580486
105,2,0,3101276,-0.2827766613540295
106,0,0,349207,-0.2840412999792114
107,0,0,343120,-0.2946867853925576
108,0,0,312991,-0.2892730926477721
109,0,0,349249,-0.2840412999792114
110,1,0,371110,0.4199206569191323
111,0,0,110465,1.6260914004573488
112,1,0,2665,0.0
113,0,0,324669,-0.277362968609244
114,1,0,4136,-0.2004885316332894
115,0,0,2627,0.0001775691220289
116,0,0,STON/O 2. 3101294,-0.2827766613540295
117,0,0,370369,-0.2903558311967292
118,1,0,11668,0.283495599750537
119,0,1,PC 17558,10.094007691774651
120,4,2,347082,0.7285011433719076
121,2,0,S.O.C. 14879,2.55724655256046
122,0,0,A4. 54510,-0.277362968609244
123,1,0,237736,0.6763477929457417
124,0,0,27267,-0.0629807359157369
125,0,1,35281,2.721281442727461
126,1,0,2651,-0.1391319035409881
127,0,0,370372,-0.2903558311967292
128,0,0,C 17369,-0.3167010255699535
129,1,1,2668,0.3423229505924745
130,0,0,347061,-0.3239207262143995
131,0,0,349241,-0.2840412999792114
132,0,0,SOTON/O.Q. 3101307,-0.3206725105675282
133,1,0,A/5. 3337,0.0019835770216894
134,1,0,228414,0.5000433095419583
135,0,0,C.A. 29178,-0.0629807359157369
136,0,0,SC/PARIS 2133,0.0256219250225209
137,0,2,11752,0.5123129027787402
138,1,0,113803,1.6737318966114614
139,0,0,7534,-0.2268337260065137
140,0,0,PC 17593,2.8041109417226804
141,0,2,2678,0.0342838334141777
142,0,0,347081,-0.2903558311967292
143,1,0,STON/O2. 3101279,0.0604514586653731
144,0,0,365222,-0.3336653731550135
145,0,0,231945,-0.1279450488531633
146,1,1,C.A. 33112,0.965620885593514
147,0,0,350043,-0.2883722541750398
148,2,2,W./C. 6608,0.8627607234425888
149,0,2,230080,0.5000433095419583
150,0,0,244310,-0.0629807359157369
151,0,0,S.O.P. 1166,-0.0835527683459219
152,1,0,113776,2.2584107130482987
153,0,0,A.5. 11206,-0.277362968609244
154,0,2,A/5. 851,0.0019835770216894
155,0,0,Fa 265302,-0.3093037558034786
156,0,1,PC 17597,2.0323002563924883
157,0,0,35851,-0.2910791005474326
158,0,0,SOTON/OQ 392090,-0.277362968609244
159,0,0,315037,-0.2508358741597949
160,8,2,CA. 2343,2.3861738618252373
161,0,1,371362,0.0712788441549442
162,0,0,C.A. 33595,0.0561205044695447
163,0,0,347068,-0.2892730926477721
164,0,0,315093,-0.2508358741597949
165,4,1,3101295,1.092842665095974
166,0,2,363291,0.2629235673203519
167,0,1,113505,1.7560200263322014
168,1,4,347088,0.5823314392626983
169,0,0,PC 17318,0.4967950938950869
170,0,0,1601,1.8208024391934032
171,0,0,111240,0.8248648742290902
172,4,1,382652,0.6353856281615965
173,1,1,347742,-0.1438266578892661
174,0,0,STON/O 2. 3101280,-0.2827766613540295
175,0,0,17764,0.7034162566696693
176,1,1,350404,-0.2858429769246761
177,3,1,4133,0.4769463308156052
178,0,0,PC 17595,0.6175204421038042
179,0,0,250653,-0.0629807359157369
180,0,0,LINE,-0.6260047813734322
181,8,2,CA. 2343,2.3861738618252373
182,0,0,SC/PARIS 2131,0.0258038250987457
183,4,2,347077,0.7333734668422146
184,2,1,230136,1.0630673549996534
185,0,2,315153,0.3278878802577783
186,0,0,113767,1.5394723165407802
187,1,0,370365,0.0452931189799736
188,0,0,111428,0.5238635576190146
189,1,1,364849,0.0452931189799736
190,0,0,349247,-0.2840412999792114
191,0,0,234604,-0.0629807359157369
192,0,0,28424,-0.0629807359157369
193,1,0,350046,-0.2858429769246761
194,1,1,230080,0.5000433095419583
195,0,0,PC 17610,0.5745703693437738
196,0,0,PC 17569,5.719743953987942
197,0,0,368703,-0.2903558311967292
198,0,1,4579,-0.2620227288476197
199,0,0,370370,-0.2903558311967292
200,0,0,248747,-0.0629807359157369
201,0,0,345770,-0.2145641327697318
202,8,2,CA. 2343,2.3861738618252373
203,0,0,3101264,-0.3446746587208094
204,0,0,2628,-0.3130933407248285
205,0,0,A/5 3540,-0.277362968609244
206,0,1,347054,-0.1728786986348832
207,1,0,3101278,0.0604514586653731
208,0,0,2699,0.1876732381678331
209,0,0,367231,-0.2903558311967292
210,0,0,112277,0.7165910193333795
211,0,0,SOTON/O.Q. 3101311,-0.3206725105675282
212,0,0,F.C.C. 13528,0.283495599750537
213,0,0,A/5 21174,-0.3120106021758714
214,0,0,250646,-0.0629807359157369
215,1,0,367229,-0.2903558311967292
216,1,0,35273,4.279883583951216
217,0,0,STON/O2. 3101283,-0.2827766613540295
218,1,0,243847,0.5433528515002425
219,0,0,11813,2.6781538008454024
220,0,0,W/C 14208,-0.1712545908114476
221,0,0,SOTON/OQ 392089,-0.277362968609244
222,0,0,220367,-0.0629807359157369
223,0,0,21440,-0.277362968609244
224,0,0,349234,-0.2840412999792114
225,1,0,19943,3.27185399487215
226,0,0,PP 4348,-0.2210605640634745
227,0,0,SW/PP 751,-0.1712545908114476
228,0,0,A/5 21173,-0.3120106021758714
229,0,0,236171,-0.0629807359157369
230,3,1,4133,0.4769463308156052
231,1,0,36973,2.9892592335943453
232,0,0,347067,-0.2892730926477721
233,0,0,237442,-0.0413259649365948
234,4,2,347077,0.7333734668422146
235,0,0,C.A. 29566,-0.1712545908114476
236,0,0,W./C. 6609,-0.2990177395883861
237,1,0,26707,0.5000433095419583
238,0,2,C.A. 31921,0.5108706950315294
239,0,0,28665,-0.1712545908114476
240,0,0,SCO/W 1585,-0.094380153835493
241,1,0,2665,0.0
242,1,0,367230,0.0452931189799736
243,0,0,W./C. 14263,-0.1712545908114476
244,0,0,STON/O 2. 3101275,-0.3174242949206569
245,0,0,2694,-0.3130933407248285
246,2,0,19928,3.27185399487215
247,0,0,347071,-0.2892730926477721
248,0,2,250649,0.0019835770216894
249,1,1,11751,1.6500935486106298
250,1,0,244252,0.5000433095419583
251,0,0,362316,-0.3120106021758714
252,1,1,347054,-0.1728786986348832
253,0,0,113514,0.5238635576190146
254,1,0,A/5. 3336,0.0712788441549442
255,0,2,370129,0.2493893354583881
256,0,2,2650,0.0342838334141777
257,0,0,PC 17585,2.8041109417226804
258,0,0,110152,3.120270598018155
259,0,0,PC 17755,21.56273820248077
260,0,1,230433,0.5000433095419583
261,0,0,384461,-0.2903558311967292
262,4,2,347077,0.7333734668422146
263,1,1,110413,2.8236002356039083
264,0,0,112059,-0.6260047813734322
265,0,0,382649,-0.2903558311967292
266,0,0,C.A. 17248,-0.1712545908114476
267,4,1,3101295,1.092842665095974
268,1,0,347083,-0.2892730926477721
269,0,1,PC 17582,6.020385801399765
270,0,0,PC 17760,5.248211315917122
271,0,0,113798,0.7165910193333795
272,0,0,LINE,-0.6260047813734322
273,0,1,250644,0.2185312868131106
274,0,1,PC 17596,0.6602886147876099
275,0,0,370375,-0.2903558311967292
276,1,0,13502,2.7503334834730784
277,0,0,347073,-0.2903558311967292
278,0,0,239853,-0.6260047813734322
279,4,1,382652,0.6353856281615965
280,1,1,C.A. 2673,0.2510134432818238
281,0,0,336439,-0.2903558311967292
282,0,0,347464,-0.2858429769246761
283,0,0,345778,-0.2145641327697318
284,0,0,A/5. 10482,-0.277362968609244
285,0,0,113056,0.5000433095419583
286,0,0,349239,-0.2508358741597949
287,0,0,345774,-0.2145641327697318
288,0,0,349206,-0.2840412999792114
289,0,0,237798,-0.0629807359157369
290,0,0,370373,-0.2903558311967292
291,0,0,19877,2.788952602037281
292,1,0,11967,3.3185936525535307
293,0,0,SC/Paris 2163,-0.0683944286605224
294,0,0,349236,-0.2427153350426166
295,0,0,349233,-0.2840412999792114
296,0,0,PC 17612,0.5745703693437738
297,0,0,2693,-0.3129114406486037
298,1,2,113781,5.937556302404546
299,0,0,19988,0.6949362483542374
300,0,1,PC 17558,10.094007691774651
301,0,0,9234,-0.2903558311967292
302,2,0,367226,0.3809420691566765
303,0,0,LINE,-0.6260047813734322
304,0,0,226593,-0.0911319381886217
305,0,0,A/5 2466,-0.277362968609244
306,1,2,113781,5.937556302404546
307,0,0,17421,4.176300152449588
308,1,0,PC 17758,4.090404337883722
309,1,0,P/PP 3381,0.4134242256253898
310,0,0,PC 17485,1.8395727946781235
311,0,0,11767,2.9755431016561564
312,2,2,PC 17608,10.737336289931395
313,1,1,250651,0.5000433095419583
314,0,0,349243,-0.2840412999792114
315,1,1,F.C.C. 13529,0.5108706950315294
316,0,0,347470,-0.2858429769246761
317,1,0,244367,0.5000433095419583
318,0,0,29011,-0.0196711939574527
319,0,2,36928,6.51429647980043
320,1,1,16966,5.199128612015799
321,0,0,A/5 21172,-0.3120106021758714
322,0,0,349219,-0.2840412999792114
323,0,0,234818,-0.0911319381886217
324,1,1,248738,0.629971935416811
325,8,2,CA. 2343,2.3861738618252373
326,0,0,PC 17760,5.248211315917122
327,0,0,345364,-0.3558615134086341
328,0,0,28551,-0.0629807359157369
329,1,1,363291,0.2629235673203519
330,0,1,111361,1.8850478137343216
331,2,0,367226,0.3809420691566765
332,0,0,113043,0.6083171644376689
333,0,1,PC 17582,6.020385801399765
334,2,0,345764,0.1535669738756842
335,1,0,PC 17611,5.162315501351258
336,0,0,349225,-0.2840412999792114
337,1,0,113776,2.2584107130482987
338,0,0,16966,5.199128612015799
339,0,0,7598,-0.277362968609244
340,0,0,113784,0.9114839581456586
341,1,1,230080,0.5000433095419583
342,3,2,19950,10.764404753655324
343,0,0,248740,-0.0629807359157369
344,0,0,244361,-0.0629807359157369
345,0,0,229236,-0.0629807359157369
346,0,0,248733,-0.0629807359157369
347,0,0,31418,-0.0629807359157369
348,1,0,386525,0.0712788441549442
349,1,1,C.A. 37671,0.0626169357632873
350,0,0,315088,-0.2508358741597949
351,0,0,7267,-0.22647425680826
352,0,0,113510,0.8898291871665165
353,1,1,2695,-0.3129114406486037
354,1,0,349237,0.1449050654840274
355,0,0,2647,-0.3130933407248285
356,0,0,345783,-0.2145641327697318
357,0,1,113505,1.7560200263322014
358,0,0,237671,-0.0629807359157369
359,0,0,330931,-0.2847602383757189
360,0,0,330980,-0.2847602383757189
361,1,4,347088,0.5823314392626983
362,1,0,SC/PARIS 2167,0.5745703693437738
363,0,1,2691,0.0
364,0,0,SOTON/O.Q. 3101310,-0.3206725105675282
365,1,0,370365,0.0452931189799736
366,0,0,C 7076,-0.3120106021758714
367,1,0,110813,2.633038250987457
368,0,0,2626,-0.3129114406486037
369,0,0,14313,-0.2903558311967292
370,0,0,PC 17477,2.375346476335666
371,1,0,11765,1.7751498510151755
372,1,0,3101267,-0.3446746587208094
373,0,0,323951,-0.277362968609244
374,0,0,PC 17760,5.248211315917122
375,3,1,349909,0.2867438153974083
376,1,0,PC 17604,2.9327749289723517
377,0,0,C 7077,-0.3120106021758714
378,0,2,113503,8.533963342803686
379,0,0,2648,-0.4522252442658167
380,0,0,347069,-0.2892730926477721
381,0,0,PC 17757,9.227998752685192
382,0,2,2653,0.0557610352712909
383,0,0,STON/O 2. 3101293,-0.2827766613540295
384,1,0,113789,1.6260914004573488
385,0,0,349227,-0.2840412999792114
386,0,0,S.O.C. 14879,2.55724655256046
387,5,2,CA 2144,1.405212736470099
388,0,0,27849,-0.0629807359157369
389,0,0,367655,-0.2912566696694615
390,0,0,SC 1748,-0.1062902778740212
391,1,2,113760,4.571140253620677
392,0,0,350034,-0.2883722541750398
393,2,0,3101277,-0.2827766613540295
394,1,0,35273,4.279883583951216
395,0,2,PP 9549,0.0972645693299147
396,0,0,350052,-0.2883722541750398
397,0,0,350407,-0.2858429769246761
398,0,0,28403,0.5000433095419583
399,0,0,244278,-0.1712545908114476
400,0,0,240929,-0.0781390756011364
401,0,0,STON/O 2. 3101289,-0.2827766613540295
402,0,0,341826,-0.277362968609244
403,1,0,4137,-0.2004885316332894
404,1,0,STON/O2. 3101279,0.0604514586653731
405,0,0,315096,-0.2508358741597949
406,1,0,28664,0.283495599750537
407,0,0,347064,-0.2903558311967292
408,1,1,29106,0.1860491303443974
409,0,0,312992,-0.2892730926477721
410,3,1,4133,0.4769463308156052
411,0,0,349222,-0.2840412999792114
412,0,0,394140,-0.3289749497609313
413,1,0,19928,3.27185399487215
414,0,0,239853,-0.6260047813734322
415,0,0,STON/O 2. 3101269,-0.2827766613540295
416,0,0,343095,-0.277362968609244
417,1,1,28220,0.7815553322708059
418,0,2,250652,-0.0629807359157369
419,0,0,28228,-0.0629807359157369
420,0,2,345773,0.4199206569191323
421,0,0,349254,-0.2840412999792114
422,0,0,A/5. 13032,-0.2910791005474326
423,0,0,315082,-0.2849421384519437
424,1,1,347080,-0.0023473771741389
425,1,1,370129,0.2493893354583881
426,0,0,A/4. 34244,-0.3120106021758714
427,1,0,2003,0.5000433095419583
428,0,0,250655,0.5000433095419583
429,0,0,364851,-0.2903558311967292
430,0,0,SOTON/O.Q. 392078,-0.277362968609244
431,0,0,110564,0.5238635576190146
432,1,0,376564,0.0712788441549442
433,1,0,SC/AH 3085,0.5000433095419583
434,0,0,STON/O 2. 3101274,-0.3174242949206569
435,1,0,13507,1.7949986140946572
436,1,2,113760,4.571140253620677
437,2,2,W./C. 6608,0.8627607234425888
438,2,3,29106,0.1860491303443974
439,1,4,19950,10.764404753655324
440,0,0,C.A. 18723,-0.1712545908114476
441,1,1,F.C.C. 13529,0.5108706950315294
442,0,0,345769,-0.2145641327697318
443,1,0,347076,-0.2892730926477721
444,0,0,230434,-0.0629807359157369
445,0,0,65306,-0.2746561222368512
446,0,2,33638,2.919240697110387
447,0,1,250644,0.2185312868131106
448,0,0,113794,0.5238635576190146
449,2,1,2666,0.2080633705217932
450,0,0,113786,0.6949362483542374
451,1,2,C.A. 34651,0.5758350079689557
452,1,0,65303,0.2387438500450419
453,0,0,113051,0.5758350079689557
454,1,0,17453,3.2330573071859194
455,0,0,A/5 2817,-0.277362968609244
456,0,0,349240,-0.2840412999792114
457,0,0,13509,0.5238635576190146
458,1,0,17464,1.6201363384380845
459,0,0,F.C.C. 13531,-0.1712545908114476
460,0,0,371060,-0.2903558311967292
461,0,0,19952,0.5238635576190146
462,0,0,364506,-0.277362968609244
463,0,0,111320,1.0414125840205113
464,0,0,234360,-0.0629807359157369
465,0,0,A/S 2816,-0.277362968609244
466,0,0,SOTON/O.Q. 3101306,-0.3206725105675282
467,0,0,239853,-0.6260047813734322
468,0,0,113792,0.5238635576190146
469,0,0,36209,-0.2914385697456864
470,2,1,2666,0.2080633705217932
471,0,0,323592,-0.3120106021758714
472,0,0,315089,-0.2508358741597949
473,1,2,C.A. 34651,0.5758350079689557
474,0,0,SC/AH Basle 541,-0.0286925715473632
475,0,0,7553,-0.1999471623588108
476,0,0,110465,1.6260914004573488
477,1,0,31027,0.283495599750537
478,1,0,3460,-0.320854410643753
479,0,0,350060,-0.300282378213568
480,0,1,3101298,-0.0938387845610145
481,5,2,CA 2144,1.405212736470099
482,0,0,239854,-0.6260047813734322
483,0,0,A/5 3594,-0.277362968609244
484,0,0,4134,-0.2107745478483819
485,1,0,11967,3.3185936525535307
486,3,1,4133,0.4769463308156052
487,1,0,19943,3.27185399487215
488,0,0,11771,0.6602886147876099
489,0,0,A.5. 18509,-0.277362968609244
490,1,1,C.A. 37671,0.0626169357632873
491,1,0,65304,0.2387438500450419
492,0,0,SOTON/OQ 3101317,-0.3120106021758714
493,0,0,113787,0.6949362483542374
494,0,0,PC 17609,1.5179994456378627
495,0,0,A/4 45380,-0.277362968609244
496,0,0,2627,0.0001775691220289
497,1,0,36947,2.7636901462130137
498,0,0,C.A. 6212,0.0279693021966599
499,1,2,113781,5.937556302404546
500,0,0,350035,-0.2883722541750398
501,0,0,315086,-0.2508358741597949
502,0,0,364846,-0.2903558311967292
503,0,0,330909,-0.29558762386529
504,0,0,4135,-0.2107745478483819
505,0,0,110152,3.120270598018155
506,1,0,PC 17758,4.090404337883722
507,0,2,26360,0.5000433095419583
508,0,0,111427,0.5238635576190146
509,0,0,C 4001,0.3495426512369204
510,0,0,1601,1.8208024391934032
511,0,0,382651,-0.2903558311967292
512,0,0,SOTON/OQ 3101316,-0.277362968609244
513,0,0,PC 17473,0.5124948028549651
514,1,0,PC 17603,1.946582010948652
515,0,0,349209,-0.3013651167625251
516,0,0,36967,0.8474204836809646
517,0,0,C.A. 34260,-0.1712545908114476
518,0,0,371110,0.4199206569191323
519,1,0,226875,0.5000433095419583
520,0,0,349242,-0.2840412999792114
521,0,0,12749,3.423437391726145
522,0,0,349252,-0.2840412999792114
523,0,0,2624,-0.3130933407248285
524,0,1,111361,1.8850478137343216
525,0,0,2700,-0.3129114406486037
526,0,0,367232,-0.2903558311967292
527,0,0,W./C. 14258,-0.1712545908114476
528,0,0,PC 17483,8.97915078650128
529,0,0,3101296,-0.2827766613540295
530,2,1,29104,-0.1279450488531633
531,1,1,26360,0.5000433095419583
532,0,0,2641,-0.3129114406486037
533,1,1,2690,-0.3129114406486037
534,0,2,2668,0.3423229505924745
535,0,0,315084,-0.2508358741597949
536,0,2,F.C.C. 13529,0.5108706950315294
537,0,0,113050,0.5238635576190146
538,0,0,PC 17761,3.983213221536969
539,0,0,364498,0.0019835770216894
540,0,2,13568,1.517817545561638
541,0,2,WE/P 5735,2.448972697664749
542,4,2,347082,0.7285011433719076
543,4,2,347082,0.7285011433719076
544,1,0,2908,0.5000433095419583
545,1,0,PC 17761,3.983213221536969
546,0,0,693,0.5000433095419583
547,1,0,2908,0.5000433095419583
548,0,0,SC/PARIS 2146,-0.0256262559767167
549,1,1,363291,0.2629235673203519
550,1,1,C.A. 33112,0.965620885593514
551,0,2,17421,4.176300152449588
552,0,0,244358,0.5000433095419583
553,0,0,330979,-0.2869257154736331
554,0,0,2620,-0.3130933407248285
555,0,0,347085,-0.2892730926477721
556,0,0,113807,0.5238635576190146
557,1,0,11755,1.089053080174624
558,0,0,PC 17757,9.227998752685192
559,1,1,110413,2.8236002356039083
560,1,0,345572,0.1275812487007136
561,0,0,372622,-0.2903558311967292
562,0,0,349251,-0.2840412999792114
563,0,0,218629,-0.0413259649365948
564,0,0,SOTON/OQ 392082,-0.277362968609244
565,0,0,SOTON/O.Q. 392087,-0.277362968609244
566,2,0,A/4 48871,0.4199206569191323
567,0,0,349205,-0.2840412999792114
568,0,4,349909,0.2867438153974083
569,0,0,2686,-0.3129114406486037
570,0,0,350417,-0.2858429769246761
571,0,0,S.W./PP 752,-0.1712545908114476
572,2,0,11769,1.6035357910054742
573,0,0,PC 17474,0.5168257570507934
574,0,0,14312,-0.2903558311967292
575,0,0,A/4. 20589,-0.277362968609244
576,0,0,358585,0.0019835770216894
577,0,0,243880,-0.0629807359157369
578,1,0,13507,1.7949986140946572
579,1,0,2689,0.0001775691220289
580,0,0,STON/O 2. 3101286,-0.2827766613540295
581,1,1,237789,0.6732814773750952
582,1,1,17421,4.176300152449588
583,0,0,28403,0.5000433095419583
584,0,0,13049,1.1117905897027232
585,0,0,3411,-0.2486703970618806
586,0,2,110413,2.8236002356039083
587,0,0,237565,0.0236383480008315
588,1,1,13567,2.8041109417226804
589,0,0,14973,-0.277362968609244
590,0,0,A./5. 3235,-0.277362968609244
591,0,0,STON/O 2. 3101273,-0.3174242949206569
592,1,0,36947,2.7636901462130137
593,0,0,A/5 3902,-0.3120106021758714
594,0,2,364848,-0.2903558311967292
595,1,0,SC/AH 29037,0.5000433095419583
596,1,1,345773,0.4199206569191323
597,0,0,248727,0.803210103249948
598,0,0,LINE,-0.6260047813734322
599,0,0,2664,-0.3130933407248285
600,1,0,PC 17485,1.8395727946781235
601,2,1,243847,0.5433528515002425
602,0,0,349214,-0.2840412999792114
603,0,0,113796,1.21031979765782
604,0,0,364511,-0.277362968609244
605,0,0,111426,0.5238635576190146
606,1,0,349910,0.0474585960778879
607,0,0,349246,-0.2840412999792114
608,0,0,113804,0.6949362483542374
609,1,2,SC/Paris 2123,1.1747713256184602
610,0,0,PC 17582,6.020385801399765
611,1,5,347082,0.7285011433719076
612,0,0,SOTON/O.Q. 3101305,-0.3206725105675282
613,1,0,367230,0.0452931189799736
614,0,0,370377,-0.2903558311967292
615,0,0,364512,-0.277362968609244
616,1,2,220845,2.189115445915044
617,1,1,347080,-0.0023473771741389
618,1,0,A/5. 3336,0.0712788441549442
619,2,1,230136,1.0630673549996534
620,0,0,31028,-0.1712545908114476
621,1,0,2659,0.0
622,1,0,11753,1.6500935486106298
623,1,1,2653,0.0557610352712909
624,0,0,350029,-0.2858429769246761
625,0,0,54636,0.0712788441549442
626,0,0,36963,0.7737942623518813
627,0,0,219533,-0.0911319381886217
628,0,0,13502,2.7503334834730784
629,0,0,349224,-0.2840412999792114
630,0,0,334912,-0.2910791005474326
631,0,0,27042,0.6732814773750952
632,0,0,347743,-0.3204906104913034
633,0,0,13214,0.6949362483542374
634,0,0,112052,-0.6260047813734322
635,3,2,347088,0.5823314392626983
636,0,0,237668,-0.0629807359157369
637,0,0,STON/O 2. 3101292,-0.2827766613540295
638,1,1,C.A. 31921,0.5108706950315294
639,0,5,3101295,1.092842665095974
640,1,0,376564,0.0712788441549442
641,0,0,350050,-0.2858429769246761
642,0,0,PC 17477,2.375346476335666
643,3,2,347088,0.5823314392626983
644,0,0,1601,1.8208024391934032
645,2,1,2666,0.2080633705217932
646,1,0,PC 17572,2.697101725452152
647,0,0,349231,-0.2840412999792114
648,0,0,13213,0.9114839581456586
649,0,0,S.O./P.P. 751,-0.2990177395883861
650,0,0,CA. 2314,-0.2990177395883861
651,0,0,349221,-0.2840412999792114
652,0,1,231919,0.3701146836671055
653,0,0,8475,-0.2607624211766337
654,0,0,330919,-0.2869257154736331
655,0,0,365226,-0.3336653731550135
656,2,0,S.O.C. 14879,2.55724655256046
657,0,0,349223,-0.2840412999792114
658,1,1,364849,0.0452931189799736
659,0,0,29751,-0.0629807359157369
660,0,2,35273,4.279883583951216
661,2,0,PC 17611,5.162315501351258
662,0,0,2623,-0.3130933407248285
663,0,0,5727,0.4821781234841659
664,0,0,349210,-0.3013651167625251
665,1,0,STON/O 2. 3101285,-0.2827766613540295
666,2,0,S.O.C. 14879,2.55724655256046
667,0,0,234686,-0.0629807359157369
668,0,0,312993,-0.2892730926477721
669,0,0,A/5 3536,-0.277362968609244
670,1,0,19996,1.6260914004573488
671,1,1,29750,1.0630673549996534
672,1,0,F.C. 12750,1.6260914004573488
673,0,0,C.A. 24580,-0.1712545908114476
674,0,0,244270,-0.0629807359157369
675,0,0,239856,-0.6260047813734322
676,0,0,349912,-0.2892730926477721
677,0,0,342826,-0.277362968609244
678,0,0,4138,-0.1997652622825861
679,1,6,CA 2144,1.405212736470099
680,0,1,PC 17755,21.56273820248077
681,0,0,330935,-0.2735733836878941
682,0,0,PC 17572,2.697101725452152
683,0,0,6563,-0.22647425680826
684,5,2,CA 2144,1.405212736470099
685,1,1,29750,1.0630673549996534
686,1,2,SC/Paris 2123,1.1747713256184602
687,4,1,3101295,1.092842665095974
688,0,0,349228,-0.1855120920241147
689,0,0,350036,-0.2883722541750398
690,0,1,24160,8.526925542235466
691,1,0,17474,1.84263911024877
692,0,1,349256,-0.0449336497817198
693,0,0,1601,1.8208024391934032
694,0,0,2672,-0.3130933407248285
695,0,0,113800,0.5238635576190146
696,0,0,248731,-0.0413259649365948
697,0,0,363592,-0.277362968609244
698,0,0,35852,-0.2910791005474326
699,1,1,17421,4.176300152449588
700,0,0,348121,-0.2946867853925576
701,1,0,PC 17757,9.227998752685192
702,0,0,PC 17475,0.5124948028549651
703,0,1,2691,0.0
704,0,0,36864,-0.290715300394983
705,1,0,350025,-0.2858429769246761
706,0,0,250655,0.5000433095419583
707,0,0,223596,-0.0413259649365948
708,0,0,PC 17476,0.5124948028549651
709,0,0,113781,5.937556302404546
710,1,1,2661,0.0342838334141777
